"PIT_number","tag_year","tag_doy","tag_length","pred_days","pred_days_sd","pred_growth","pred_growth_sd","pred_length"
"226000800735",2017,109,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000800709",2017,109,97,12.6789200713765,1.14383402602924,7.78814466000095,0.597385724370623,104.788144660001
"226000800531",2017,111,94,14.055399258077,1.14536579489447,8.63365981169795,0.596130356589537,102.633659811698
"226000872091",2017,111,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000872046",2017,111,117,6.37787661057786,1.33211727607098,3.91767006867992,0.626382955574559,120.91767006868
"226000872028",2017,111,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000872138",2017,111,84,19.8173811481856,1.21661390500935,12.1730108160299,0.593716909768084,96.1730108160299
"226000872060",2017,111,96,13.1220766897495,1.14311326229815,8.06035773741571,0.596925194265697,104.060357737416
"226000872045",2017,111,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000872011",2017,111,73,28.9180926867796,1.35858481436203,17.7632075814091,0.592400240356464,90.7632075814091
"226000872085",2017,111,100,11.4372428149969,1.15314255846589,7.02543284864181,0.599079507006673,107.025432848642
"226000872230",2017,111,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000872167",2017,111,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000872040",2017,111,113,7.31740921789501,1.27791340462041,4.49478671721002,0.615816582157178,117.49478671721
"226000872221",2017,111,73,28.9180926867796,1.35858481436203,17.7632075814091,0.592400240356464,90.7632075814091
"226000872184",2017,111,113,7.31740921789501,1.27791340462041,4.49478671721002,0.615816582157178,117.49478671721
"226000872205",2017,113,97,12.6789200713765,1.14383402602924,7.78814466000095,0.597385724370623,104.788144660001
"226000872001",2017,113,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000872041",2017,113,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000872017",2017,113,72,29.928844713981,1.37343094156806,18.3840714214615,0.592314750233046,90.3840714214616
"226000872159",2017,113,106,9.30678103178234,1.19791020304321,5.71677686951492,0.604398956627043,111.716776869515
"226000872187",2017,113,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000872188",2017,113,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000872069",2017,113,67,35.5378778845026,1.45168818628116,21.8294722512519,0.591945543752405,88.8294722512519
"226000872107",2017,113,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000872125",2017,113,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000872214",2017,113,81,21.9688429865617,1.25084858510298,13.494566274493,0.593272912849868,94.494566274493
"226000872175",2017,113,71,30.9749247855163,1.38855197025765,19.0266358415539,0.592233446861349,90.0266358415539
"226000872095",2017,113,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000872015",2017,113,81,21.9688429865617,1.25084858510298,13.494566274493,0.593272912849868,94.494566274493
"226000872108",2017,114,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000800561",2017,114,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000872029",2017,114,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000872053",2017,114,94,14.055399258077,1.14536579489447,8.63365981169795,0.596130356589537,102.633659811698
"226000800557",2017,114,110,8.11181926483123,1.24094749284465,4.98276048233099,0.610027716776115,114.982760482331
"226000872239",2017,114,73,28.9180926867796,1.35858481436203,17.7632075814091,0.592400240356464,90.7632075814091
"226000872148",2017,114,95,13.5807226232456,1.14362739441088,8.34208527080817,0.596508291323219,103.342085270808
"226000872131",2017,114,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000872008",2017,114,81,21.9688429865617,1.25084858510298,13.494566274493,0.593272912849868,94.494566274493
"226000872199",2017,114,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000872063",2017,114,94,14.055399258077,1.14536579489447,8.63365981169795,0.596130356589537,102.633659811698
"226000872246",2017,116,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000872211",2017,116,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000872134",2017,116,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000872089",2017,116,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000872092",2017,116,72,29.928844713981,1.37343094156806,18.3840714214615,0.592314750233046,90.3840714214616
"226000800578",2017,116,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000872231",2017,116,94,14.055399258077,1.14536579489447,8.63365981169795,0.596130356589537,102.633659811698
"226000872172",2017,116,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000800633",2017,116,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000872010",2017,116,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000872032",2017,116,84,19.8173811481856,1.21661390500935,12.1730108160299,0.593716909768084,96.1730108160299
"226000872024",2017,116,69,33.1780513971108,1.41959756086536,20.3799268678245,0.592082453239489,89.3799268678245
"226000872243",2017,116,82,21.2269148300913,1.23898927215029,13.0388299990538,0.593411996866863,95.0388299990538
"226000872101",2017,116,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000800563",2017,116,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000872009",2017,116,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000800608",2017,116,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000872146",2017,116,89,16.6895537473965,1.17060830809527,10.2517137235548,0.594685234056748,99.2517137235548
"226000872247",2017,116,95,13.5807226232456,1.14362739441088,8.34208527080817,0.596508291323219,103.342085270808
"226000872228",2017,116,92,15.0551054512793,1.15235554215449,9.24773864540993,0.595474296993679,101.24773864541
"226000800532",2017,116,72,29.928844713981,1.37343094156806,18.3840714214615,0.592314750233046,90.3840714214616
"226000872218",2017,116,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000872038",2017,116,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000872234",2017,116,91,15.5813150640443,1.15748163073315,9.57096779762679,0.595188515824512,100.570967797627
"226000872080",2017,116,86,18.5014449210362,1.19629575365982,11.364684740727,0.594063754722044,97.364684740727
"226000879280",2017,116,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000879475",2017,116,77,25.2050994385402,1.30210340265013,15.4824669208399,0.592789735886709,92.4824669208399
"226000879426",2017,116,71,30.9749247855163,1.38855197025765,19.0266358415539,0.592233446861349,90.0266358415539
"226000879252",2017,116,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000879272",2017,116,71,30.9749247855163,1.38855197025765,19.0266358415539,0.592233446861349,90.0266358415539
"226000879296",2017,116,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000879359",2017,116,107,8.99247395162302,1.2078866079586,5.52371082018556,0.605618087674831,112.523710820186
"226000879328",2017,116,94,14.055399258077,1.14536579489447,8.63365981169795,0.596130356589537,102.633659811698
"226000879443",2017,116,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000879357",2017,116,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000879287",2017,116,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000879473",2017,116,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000879352",2017,116,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000872723",2017,116,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000880371",2017,116,98,12.250729665521,1.14577482791978,7.52512471791959,0.59789480277944,105.52512471792
"226000880287",2017,116,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000880492",2017,116,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000880401",2017,116,73,28.9180926867796,1.35858481436203,17.7632075814091,0.592400240356464,90.7632075814091
"226000880481",2017,116,81,21.9688429865617,1.25084858510298,13.494566274493,0.593272912849868,94.494566274493
"226000880268",2017,116,89,16.6895537473965,1.17060830809527,10.2517137235548,0.594685234056748,99.2517137235548
"226000880455",2017,116,96,13.1220766897495,1.14311326229815,8.06035773741571,0.596925194265697,104.060357737416
"226000880384",2017,116,84,19.8173811481856,1.21661390500935,12.1730108160299,0.593716909768084,96.1730108160299
"226000880260",2017,116,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000880414",2017,116,93,14.5466669031151,1.14829359006425,8.93542553502416,0.595787030783948,101.935425535024
"226000880440",2017,116,82,21.2269148300913,1.23898927215029,13.0388299990538,0.593411996866863,95.0388299990538
"226000880349",2017,116,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000880397",2017,116,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000880423",2017,116,77,25.2050994385402,1.30210340265013,15.4824669208399,0.592789735886709,92.4824669208399
"226000880400",2017,116,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000880388",2017,118,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000880444",2017,118,86,18.5014449210362,1.19629575365982,11.364684740727,0.594063754722044,97.364684740727
"226000880360",2017,118,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000880335",2017,118,108,8.68878159854291,1.21841501354887,5.33716496575877,0.606955452640257,113.337164965759
"226000880307",2017,118,88,17.27289098426,1.17844668200498,10.6100340505765,0.594462414733786,98.6100340505765
"226000880266",2017,118,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000880498",2017,118,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000880427",2017,118,105,9.63207384747671,1.18853950182043,5.9165910091439,0.60328844353981,110.916591009144
"226000880399",2017,118,92,15.0551054512793,1.15235554215449,9.24773864540993,0.595474296993679,101.24773864541
"226000880428",2017,118,96,13.1220766897495,1.14311326229815,8.06035773741571,0.596925194265697,104.060357737416
"226000880486",2017,118,95,13.5807226232456,1.14362739441088,8.34208527080817,0.596508291323219,103.342085270808
"226000880338",2017,118,95,13.5807226232456,1.14362739441088,8.34208527080817,0.596508291323219,103.342085270808
"226000880425",2017,118,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000880491",2017,118,92,15.0551054512793,1.15235554215449,9.24773864540993,0.595474296993679,101.24773864541
"226000880367",2017,118,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000880300",2017,118,86,18.5014449210362,1.19629575365982,11.364684740727,0.594063754722044,97.364684740727
"226000880322",2017,118,70,32.0575676955614,1.40394236508955,19.6916593255011,0.592156088667017,89.6916593255011
"226000880299",2017,118,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000880296",2017,118,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000880336",2017,118,72,29.928844713981,1.37343094156806,18.3840714214615,0.592314750233046,90.3840714214616
"226000880330",2017,118,82,21.2269148300913,1.23898927215029,13.0388299990538,0.593411996866863,95.0388299990538
"226000880275",2017,118,95,13.5807226232456,1.14362739441088,8.34208527080817,0.596508291323219,103.342085270808
"226000880361",2017,118,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000880368",2017,118,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000880331",2017,118,98,12.250729665521,1.14577482791978,7.52512471791959,0.59789480277944,105.52512471792
"226000880377",2017,118,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000880312",2017,118,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000880278",2017,118,81,21.9688429865617,1.25084858510298,13.494566274493,0.593272912849868,94.494566274493
"226000880374",2017,118,93,14.5466669031151,1.14829359006425,8.93542553502416,0.595787030783948,101.935425535024
"226000880420",2017,118,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000880334",2017,118,70,32.0575676955614,1.40394236508955,19.6916593255011,0.592156088667017,89.6916593255011
"226000880254",2017,118,81,21.9688429865617,1.25084858510298,13.494566274493,0.593272912849868,94.494566274493
"226000880279",2017,118,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000880351",2017,118,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000880357",2017,118,69,33.1780513971108,1.41959756086536,20.3799268678245,0.592082453239489,89.3799268678245
"226000880256",2017,118,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000880311",2017,118,95,13.5807226232456,1.14362739441088,8.34208527080817,0.596508291323219,103.342085270808
"226000880396",2017,118,82,21.2269148300913,1.23898927215029,13.0388299990538,0.593411996866863,95.0388299990538
"226000880289",2017,119,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000880270",2017,119,99,11.8370000357122,1.14889704993563,7.27098744211532,0.598457593046773,106.270987442115
"226000880324",2017,119,73,28.9180926867796,1.35858481436203,17.7632075814091,0.592400240356464,90.7632075814091
"226000880332",2017,119,74,27.9414756110024,1.34402024753676,17.1633114529721,0.592490180640348,91.1633114529721
"226000880459",2017,119,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000880433",2017,119,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000880446",2017,119,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000880346",2017,119,90,16.1259168798703,1.16359315092458,9.90549453175517,0.594926444112248,99.9054945317552
"226000880479",2017,119,73,28.9180926867796,1.35858481436203,17.7632075814091,0.592400240356464,90.7632075814091
"226000880342",2017,119,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000880250",2017,119,77,25.2050994385402,1.30210340265013,15.4824669208399,0.592789735886709,92.4824669208399
"226000880358",2017,119,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000880297",2017,119,82,21.2269148300913,1.23898927215029,13.0388299990538,0.593411996866863,95.0388299990538
"226000880489",2017,119,89,16.6895537473965,1.17060830809527,10.2517137235548,0.594685234056748,99.2517137235548
"226000880478",2017,119,82,21.2269148300913,1.23898927215029,13.0388299990538,0.593411996866863,95.0388299990538
"226000880315",2017,119,84,19.8173811481856,1.21661390500935,12.1730108160299,0.593716909768084,96.1730108160299
"226000880383",2017,119,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000880276",2017,119,96,13.1220766897495,1.14311326229815,8.06035773741571,0.596925194265697,104.060357737416
"226000880475",2017,119,86,18.5014449210362,1.19629575365982,11.364684740727,0.594063754722044,97.364684740727
"226000880269",2017,119,93,14.5466669031151,1.14829359006425,8.93542553502416,0.595787030783948,101.935425535024
"226000880257",2017,119,92,15.0551054512793,1.15235554215449,9.24773864540993,0.595474296993679,101.24773864541
"226000880449",2017,119,88,17.27289098426,1.17844668200498,10.6100340505765,0.594462414733786,98.6100340505765
"226000880392",2017,119,111,7.8378682371663,1.25287678185388,4.81448351385107,0.611786434870613,115.814483513851
"226000880329",2017,119,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000880283",2017,119,72,29.928844713981,1.37343094156806,18.3840714214615,0.592314750233046,90.3840714214616
"226000880386",2017,119,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000880343",2017,119,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000880320",2017,119,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000880375",2017,119,105,9.63207384747671,1.18853950182043,5.9165910091439,0.60328844353981,110.916591009144
"226000880309",2017,119,101,11.0509861294707,1.1584394548395,6.78817108456127,0.59976623747812,107.788171084561
"226000880391",2017,119,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000880261",2017,119,93,14.5466669031151,1.14829359006425,8.93542553502416,0.595787030783948,101.935425535024
"226000880372",2017,119,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000880277",2017,119,102,10.6777740412768,1.16470815131933,6.55892208580173,0.600523813178405,108.558922085802
"226000880450",2017,119,92,15.0551054512793,1.15235554215449,9.24773864540993,0.595474296993679,101.24773864541
"226000880284",2017,119,104,9.9687363747374,1.17983557691854,6.12338909992349,0.602277719302125,110.123389099924
"226000880406",2017,119,82,21.2269148300913,1.23898927215029,13.0388299990538,0.593411996866863,95.0388299990538
"226000880323",2017,119,89,16.6895537473965,1.17060830809527,10.2517137235548,0.594685234056748,99.2517137235548
"226000880434",2017,119,78,24.3538769608007,1.2887612325816,14.9595955913292,0.592900674218317,92.9595955913292
"226000880482",2017,119,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000880417",2017,119,88,17.27289098426,1.17844668200498,10.6100340505765,0.594462414733786,98.6100340505765
"226000880457",2017,119,86,18.5014449210362,1.19629575365982,11.364684740727,0.594063754722044,97.364684740727
"226000880394",2017,119,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000880294",2017,119,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000880264",2017,119,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000880333",2017,119,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000880410",2017,119,81,21.9688429865617,1.25084858510298,13.494566274493,0.593272912849868,94.494566274493
"226000880356",2017,119,89,16.6895537473965,1.17060830809527,10.2517137235548,0.594685234056748,99.2517137235548
"226000880251",2017,119,72,29.928844713981,1.37343094156806,18.3840714214615,0.592314750233046,90.3840714214616
"226000880291",2017,120,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000880364",2017,120,97,12.6789200713765,1.14383402602924,7.78814466000095,0.597385724370623,104.788144660001
"226000880437",2017,120,76,26.0860740460033,1.31576917080169,16.0236137729444,0.592684594325819,92.0236137729444
"226000880341",2017,120,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000880359",2017,120,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000880267",2017,120,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000880325",2017,120,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000880308",2017,120,125,4.84522168744224,1.45442426126409,2.9762225173076,0.662447833971207,127.976222517308
"226000880280",2017,120,87,17.8766171624373,1.18703234893151,10.9808784745657,0.594255860898022,97.9808784745657
"226000880411",2017,120,85,19.1481118074952,1.20617457970157,11.761905894439,0.593884545352175,96.761905894439
"226000880321",2017,120,73,28.9180926867796,1.35858481436203,17.7632075814091,0.592400240356464,90.7632075814091
"226000880326",2017,120,103,10.3171660104169,1.17186680803888,6.33741524656904,0.601358668296795,109.337415246569
"226000880441",2017,120,88,17.27289098426,1.17844668200498,10.6100340505765,0.594462414733786,98.6100340505765
"226000880303",2017,120,80,22.7367031917435,1.26311356403516,13.9662315522097,0.593141739849424,93.9662315522097
"226000880253",2017,120,84,19.8173811481856,1.21661390500935,12.1730108160299,0.593716909768084,96.1730108160299
"226000880407",2017,120,83,20.5100429494429,1.22756590060158,12.598484774244,0.593559717028237,95.598484774244
"226000880285",2017,120,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
"226000880426",2017,120,98,12.250729665521,1.14577482791978,7.52512471791959,0.59789480277944,105.52512471792
"226000880344",2017,120,99,11.8370000357122,1.14889704993563,7.27098744211532,0.598457593046773,106.270987442115
"226000880347",2017,120,94,14.055399258077,1.14536579489447,8.63365981169795,0.596130356589537,102.633659811698
"226000880354",2017,129,97,12.6789200713765,1.14383402602924,7.78814466000095,0.597385724370623,104.788144660001
"226000880298",2017,129,106,9.30678103178234,1.19791020304321,5.71677686951492,0.604398956627043,111.716776869515
"226000880402",2017,129,91,15.5813150640443,1.15748163073315,9.57096779762679,0.595188515824512,100.570967797627
"226000880290",2017,129,98,12.250729665521,1.14577482791978,7.52512471791959,0.59789480277944,105.52512471792
"226000880263",2017,129,103,10.3171660104169,1.17186680803888,6.33741524656904,0.601358668296795,109.337415246569
"226000880310",2017,129,92,15.0551054512793,1.15235554215449,9.24773864540993,0.595474296993679,101.24773864541
"226000880345",2017,129,98,12.250729665521,1.14577482791978,7.52512471791959,0.59789480277944,105.52512471792
"226000880352",2017,129,110,8.11181926483123,1.24094749284465,4.98276048233099,0.610027716776115,114.982760482331
"226000880272",2017,129,109,8.39534549372278,1.22944872967516,5.15691910728336,0.60842152671272,114.156919107283
"226000220939",2017,129,75,26.9978406866772,1.32974520506022,16.5836749180385,0.592584859524532,91.5836749180385
"226000220904",2017,129,79,23.5314018287472,1.27575841979964,14.4543825864656,0.593017845374611,93.4543825864656
